@relation HTRU_2-weka.filters.unsupervised.attribute.Discretize-O-B10-M-1.0-Rfirst-last-precision6-unset-class-temporarily

@attribute Profile_mean {'\'(-inf-24.492969]\'','\'(24.492969-43.173437]\'','\'(43.173437-61.853906]\'','\'(61.853906-80.534375]\'','\'(80.534375-99.214844]\'','\'(99.214844-117.895312]\'','\'(117.895312-136.575781]\'','\'(136.575781-155.25625]\'','\'(155.25625-173.936719]\'','\'(173.936719-inf)\''}
@attribute Profile_stdev {'\'(-inf-32.172729]\'','\'(32.172729-39.573416]\'','\'(39.573416-46.974102]\'','\'(46.974102-54.374789]\'','\'(54.374789-61.775476]\'','\'(61.775476-69.176163]\'','\'(69.176163-76.57685]\'','\'(76.57685-83.977537]\'','\'(83.977537-91.378224]\'','\'(91.378224-inf)\''}
@attribute Profile_skewness {'\'(-inf--0.881458]\'','\'(-0.881458-0.113095]\'','\'(0.113095-1.107649]\'','\'(1.107649-2.102202]\'','\'(2.102202-3.096755]\'','\'(3.096755-4.091309]\'','\'(4.091309-inf)\''}
@attribute Profile_kurtosis {'\'(-inf-5.197465]\'','\'(5.197465-12.186816]\'','\'(12.186816-19.176166]\'','\'(19.176166-26.165517]\'','\'(26.165517-33.154868]\'','\'(33.154868-40.144219]\'','\'(40.144219-47.133569]\'','\'(47.133569-54.12292]\'','\'(54.12292-61.112271]\'','\'(61.112271-inf)\''}
@attribute DM_mean {'\'(-inf-22.531104]\'','\'(22.531104-44.848997]\'','\'(44.848997-67.16689]\'','\'(67.16689-89.484783]\'','\'(89.484783-111.802676]\'','\'(111.802676-134.120569]\'','\'(134.120569-156.438462]\'','\'(156.438462-178.756355]\'','\'(178.756355-201.074248]\'','\'(201.074248-inf)\''}
@attribute DM_stdev {'\'(-inf-17.69761]\'','\'(17.69761-28.024788]\'','\'(28.024788-38.351966]\'','\'(38.351966-48.679144]\'','\'(48.679144-59.006321]\'','\'(59.006321-69.333499]\'','\'(69.333499-79.660677]\'','\'(79.660677-89.987855]\'','\'(89.987855-inf)\''}
@attribute DM_skewness {'\'(-inf-0.628642]\'','\'(0.628642-4.396553]\'','\'(4.396553-8.164465]\'','\'(8.164465-11.932376]\'','\'(11.932376-15.700287]\'','\'(15.700287-19.468199]\'','\'(19.468199-23.23611]\'','\'(23.23611-27.004021]\'','\'(27.004021-30.771933]\'','\'(30.771933-inf)\''}
@attribute DM_kurtosis {'\'(-inf-117.320806]\'','\'(117.320806-236.618587]\'','\'(236.618587-355.916368]\'','\'(355.916368-475.214149]\'','\'(475.214149-594.511931]\'','\'(594.511931-713.809712]\'','\'(713.809712-833.107493]\'','\'(833.107493-952.405274]\'','\'(952.405274-1071.703056]\'','\'(1071.703056-inf)\''}
@attribute class {0,1}

@data
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(23.23611-27.004021]\'','\'(713.809712-833.107493]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(54.374789-61.775476]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(11.932376-15.700287]\'','\'(236.618587-355.916368]\'',0
'\'(136.575781-155.25625]\'','\'(39.573416-46.974102]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(15.700287-19.468199]\'','\'(236.618587-355.916368]\'',0
'\'(80.534375-99.214844]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(19.468199-23.23611]\'','\'(355.916368-475.214149]\'',0
'\'(99.214844-117.895312]\'','\'(32.172729-39.573416]\'','\'(1.107649-2.102202]\'','\'(-inf-5.197465]\'','\'(22.531104-44.848997]\'','\'(69.333499-79.660677]\'','\'(0.628642-4.396553]\'','\'(-inf-117.320806]\'',1
'\'(61.853906-80.534375]\'','\'(32.172729-39.573416]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(28.024788-38.351966]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(80.534375-99.214844]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(11.932376-15.700287]\'','\'(236.618587-355.916368]\'',0
'\'(99.214844-117.895312]\'','\'(32.172729-39.573416]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(39.573416-46.974102]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(39.573416-46.974102]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(11.932376-15.700287]\'','\'(236.618587-355.916368]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(80.534375-99.214844]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(54.374789-61.775476]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(136.575781-155.25625]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(32.172729-39.573416]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(38.351966-48.679144]\'','\'(0.628642-4.396553]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(136.575781-155.25625]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(11.932376-15.700287]\'','\'(117.320806-236.618587]\'',0
'\'(24.492969-43.173437]\'','\'(-inf-32.172729]\'','\'(4.091309-inf)\'','\'(26.165517-33.154868]\'','\'(44.848997-67.16689]\'','\'(79.660677-89.987855]\'','\'(0.628642-4.396553]\'','\'(-inf-117.320806]\'',1
'\'(136.575781-155.25625]\'','\'(39.573416-46.974102]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(39.573416-46.974102]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(28.024788-38.351966]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(117.895312-136.575781]\'','\'(39.573416-46.974102]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(136.575781-155.25625]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(38.351966-48.679144]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(80.534375-99.214844]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(80.534375-99.214844]\'','\'(32.172729-39.573416]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(11.932376-15.700287]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(-inf-24.492969]\'','\'(32.172729-39.573416]\'','\'(4.091309-inf)\'','\'(33.154868-40.144219]\'','\'(156.438462-178.756355]\'','\'(79.660677-89.987855]\'','\'(-inf-0.628642]\'','\'(-inf-117.320806]\'',1
'\'(136.575781-155.25625]\'','\'(39.573416-46.974102]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(54.374789-61.775476]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(28.024788-38.351966]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(28.024788-38.351966]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(80.534375-99.214844]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(11.932376-15.700287]\'','\'(117.320806-236.618587]\'',0
'\'(136.575781-155.25625]\'','\'(39.573416-46.974102]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(11.932376-15.700287]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(54.374789-61.775476]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(22.531104-44.848997]\'','\'(59.006321-69.333499]\'','\'(0.628642-4.396553]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(111.802676-134.120569]\'','\'(79.660677-89.987855]\'','\'(-inf-0.628642]\'','\'(-inf-117.320806]\'',0
'\'(155.25625-173.936719]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(32.172729-39.573416]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(32.172729-39.573416]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(54.374789-61.775476]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(11.932376-15.700287]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(39.573416-46.974102]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(44.848997-67.16689]\'','\'(79.660677-89.987855]\'','\'(0.628642-4.396553]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(32.172729-39.573416]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(28.024788-38.351966]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(28.024788-38.351966]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(11.932376-15.700287]\'','\'(117.320806-236.618587]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(61.853906-80.534375]\'','\'(32.172729-39.573416]\'','\'(1.107649-2.102202]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(11.932376-15.700287]\'','\'(117.320806-236.618587]\'',0
'\'(117.895312-136.575781]\'','\'(32.172729-39.573416]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(80.534375-99.214844]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(15.700287-19.468199]\'','\'(236.618587-355.916368]\'',0
'\'(136.575781-155.25625]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(11.932376-15.700287]\'','\'(117.320806-236.618587]\'',0
'\'(61.853906-80.534375]\'','\'(32.172729-39.573416]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(39.573416-46.974102]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(80.534375-99.214844]\'','\'(32.172729-39.573416]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(54.374789-61.775476]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
'\'(117.895312-136.575781]\'','\'(54.374789-61.775476]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(44.848997-67.16689]\'','\'(79.660677-89.987855]\'','\'(-inf-0.628642]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(38.351966-48.679144]\'','\'(0.628642-4.396553]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(11.932376-15.700287]\'','\'(117.320806-236.618587]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(4.396553-8.164465]\'','\'(-inf-117.320806]\'',0
'\'(117.895312-136.575781]\'','\'(46.974102-54.374789]\'','\'(-0.881458-0.113095]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(17.69761-28.024788]\'','\'(8.164465-11.932376]\'','\'(-inf-117.320806]\'',0
'\'(99.214844-117.895312]\'','\'(46.974102-54.374789]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(22.531104-44.848997]\'','\'(59.006321-69.333499]\'','\'(0.628642-4.396553]\'','\'(-inf-117.320806]\'',0
'\'(61.853906-80.534375]\'','\'(32.172729-39.573416]\'','\'(0.113095-1.107649]\'','\'(-inf-5.197465]\'','\'(-inf-22.531104]\'','\'(-inf-17.69761]\'','\'(8.164465-11.932376]\'','\'(117.320806-236.618587]\'',0
